"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue","qc_failure_count","qc_pvalue_failure_count"
"t61p3g6ft74y532","MGI:1861453","ACTL6A","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count",1.396228,0,1
"t63n0mphy8wjih5","MGI:1919132","SERINC2","C57BL","Early adult","JAXLA_CBC_012_001","aspartate aminotransferase",1.108956,0,1
"t65909bb3b64327","MGI:2443133","TMEM198","C57BL","Late adult","ESLIM_007_001_012","centre permanence time",1.187497,0,1
"t7x39n6ebvh089e","MGI:102806","ACVR2A","C57BL","Early adult","M-G-P_025_001_021","uric acid",1.018144,0,1
"t87vpd4c07r561o","MGI:2135884","GPR63","C57BL","Early adult","IMPC_EYE_055_001","max left eye lens density",1.106311,0,1
"tdg194r597rdvqe","MGI:3780953","MNDAL","C57BL","Early adult","IMPC_GEL_014_001","allantois morphology",1.080294,0,1
"tf1d3bp09gud19l","MGI:104742","KCNJ3","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.031218,0,1
"tf6n35nz0jtw2ko","MGI:107752","MYO1B","C57BL","Early adult","IMPC_DXA_009_001","fat/body weight",1.034361,0,1
"tg0kk28mn08yng3","MGI:1918965","DHX35","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time",1.318433,0,1
"tga6a492wc7qq5i","MGI:1919325","OGFR","C57BL","Early adult","KMPCLA_CSD_005_001","coat - color - back",1.385897,0,1
"tjra781l4as7c61","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_DXA_009_001","fat/body weight",1.181343,0,1
"tk6t9510wd40705","MGI:1201792","PDE1A","C57BL","Late adult","IMPC_ECG_031_001","abnormal ecg detected",1.383863,0,1
"tkf5oq2eo6gojk9","MGI:1351614","GYG1","C57BL","E12.5","JAX_PLC_004_001","glucose",1.446757,0,1
"tm44iy79q3no699","MGI:2385619","KLHL12","C57BL","Early adult","ESLIM_018_001_003","t cell cd3+ percentage",1.16498,0,1
"tnebm0skb0l6rhb","MGI:1351614","GYG1","C57BL","E15.5","IMPC_ECG_004_001","rr",1.498036,0,1
"tuxordf505yyseq","MGI:1919325","OGFR","C57BL","Early adult","CCP_LFO_007_001","hqp",1.007766,0,1
"tvv24ll762nf327","MGI:2444120","SPAG4","C57BL","Early adult","ESLIM_007_001_013","centre average speed",1.210904,0,1
"twkq90kh75a80as","MGI:96615","ITGB6","C57BL","Early adult","ESLIM_014_001_010","lens opacity",1.393314,0,1
"tx9u21903sb9hp3","MGI:1336997","LANCL1","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time",1.32291,0,1
"tz89v8d6e6q43h1","MGI:1921696","SLC9B1","C57BL","Late adult","IMPC_CBC_006_001","total protein",1.370757,0,1
"tzrm639bz4d7c9x","MGI:3584519","ACCSL","C57BL","Early adult","IMPC_CSD_036_001","startle response",1.122566,0,1
"u09stm5kj2j93rb","MGI:2159210","TIPARP","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s",1.199336,0,1
"u0g050us5l8tee7","MGI:2442190","CAMK1D","C57BL","Late adult","IMPC_GEL_057_001","heart looping",1.20905,0,1
"u1a25fexhsle5l7","MGI:98289","SCG5","C57BL","Early adult","IMPC_GEP_024_001","body wall morphology",1.170711,0,1
"u1iu3ggs1r76j48","MGI:3780953","MNDAL","C57BL","Early adult","ESLIM_018_001_002","t cell cd8+ percentage",1.389362,0,1
"u261cn0carpe341","MGI:2442676","CDC14A","C57BL","Early adult","JAX_OFD_014_001","center distance travelled",1.404397,0,1
"u292ef21yq55vuj","MGI:1336879","FKBP7","129SV","Early adult","IMPC_GEL_063_001","delayed embryonic development",1.199791,0,1
"u2n9tb49964i7h6","MGI:1913302","SDHC","C57BL","Early adult","ESLIM_015_001_015","alkaline phosphatase",1.269773,0,1
"u39wxz5867vt2zq","MGI:2138365","TMEM237","C57BL","Early adult","IMPC_EYE_062_001","right total retinal thickness",1.488759,0,1
"u48izu996107z62","MGI:2181366","CAPN8","C57BL","Early adult","IMPC_CSD_012_001","coat - hair distribution - head",1.129912,0,1
"u536s4552o60fnm","MGI:2158650","IDH3B","C57BL","Middle aged adult","ESLIM_005_001_702","lean/body weight",1.302812,0,1
"u5cz1s92y36m5xn","MGI:1329031","CCL20","C57BL","Early adult","IMPC_ABR_012_001","30khz-evoked abr threshold",1.204923,0,1
"u7199x11y49bl0k","MGI:95500","FCGR3","C57BL","Middle aged adult","HRWLLA_CBC_028_001","creatine kinase",1.478252,0,1
"u78ie7tls53i1tm","MGI:99632","KCNB2","C57BL","Early adult","M-G-P_026_001_004","coat colouration",1.155621,0,1
"u7r735y1zzsoa31","MGI:1923902","ACTRT3","C57BL","Early adult","IMPC_GEL_014_001","allantois morphology",1.225326,0,1
"u8kp273eh13g7yq","MGI:1890577","SRSF4","C57BL","Early adult","IMPC_EYE_002_001","bulging eye",1.204308,0,1
"u8l1fq2rfj3558o","MGI:1336993","AP4E1","C57BL","E18.5","ESLIM_015_001_003","creatinine",1.26063,0,1
"u8v15708908wydo","MGI:102806","ACVR2A","C57BL","E15.5","IMPC_OFD_018_001","latency to center entry",1.308523,0,1
"ub5nu3365a8bhx7","MGI:2138647","FCRLA","C57BL","Early adult","IMPC_CBC_017_001","triglycerides",1.063691,0,1
"ulvwh8qd9pk55aj","MGI:1923902","ACTRT3","C57BL","Early adult","HRWLLA_DXA_008_001","lean/body weight",1.478602,0,1
"ut8k35u759653qn","MGI:2676921","FOCAD","C57BL","Middle aged adult","HRWLLA_DXA_009_001","fat/body weight",1.4873,0,1
"uthk692k16aczx2","MGI:1861453","ACTL6A","C57BL","E9.5","IMPC_IPG_012_001","area under glucose response curve",1.471677,0,1
"uu57laiw0lr37g5","MGI:1917118","PPIE","C57BL","E9.5","IMPC_OFD_013_001","periphery average speed",1.180475,0,1
"ux851s2o57q40q3","MGI:1890577","SRSF4","129SV","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.253405,0,1
"v0389362m9411u9","MGI:1929600","PMEPA1","C57BL","Early adult","IMPC_HEM_005_001","mean cell volume",1.397629,0,1
"v13645a1hr74tkr","MGI:2138982","ZNFX1","C57BL","Early adult","IMPC_EYE_008_001","corneal opacity",1.45663,0,1
"v1ia05gq0w673gc","MGI:109323","HTR2B","C57BL","Early adult","IMPC_HEM_040_001","large unstained cell (luc) differential count",1.16743,0,1
"v1mix4xwxg566r9","MGI:3645211","LIPT1","C57BL","E12.5","ESLIM_018_001_003","t cell cd3+ percentage",1.196283,0,1
"v1xup2679woc17b","MGI:1914848","UCHL5","C57BL","Early adult","IMPC_FEA_015_001","cue baseline % freezing time",1.364091,0,1
"v5f75vgokv75m3c","MGI:1861453","ACTL6A","C57BL","Early adult","IMPC_CSD_002_001","tail - length",1.337043,0,1
"v5i3z9321p784s3","MGI:2443133","TMEM198","C57BL","Middle aged adult","IMPC_CSD_006_001","coat - color - head",1.387903,0,1
"v618l10j44yq1v8","MGI:1890645","NEK7","C57BL","E18.5","IMPC_CBC_013_001","alanine aminotransferase",1.212271,0,1
"v766725a49l4fo0","MGI:2155705","P2RY14","C57BL","Late adult","M-G-P_025_001_021","uric acid",1.408136,0,1
"v8z7b7998y0067h","MGI:1923547","KTI12","C57BL","E9.5","HRWLLA_CBC_028_001","creatine kinase",1.082284,0,1
"v94wj0306hnwi11","MGI:1195265","PER2","C57BL","Early adult","IMPC_DXA_008_001","lean/body weight",1.2729,0,1
"v9x194pvlhhqoa1","MGI:1915106","ECHDC3","C51BL","Early adult","JAX_OFD_009_001","whole arena average speed",1.451895,0,1
"vanou9dg606137t","MGI:1351614","GYG1","C57BL","E18.5","IMPC_EYE_057_001","min right eye lens density",1.498432,0,1
"vc8a73q36j76167","MGI:1922869","FASTKD2","C57BL","Early adult","ESLIM_016_001_004","haematocrit",1.045704,0,1
"vd701p1npdav886","MGI:3780953","MNDAL","C57BL","Early adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.267688,0,1
"vfjt8gy3k9r39hx","MGI:2138647","FCRLA","C57BL","Early adult","IMPC_OFD_018_001","latency to center entry",1.017802,0,1
"vg93mewigp43979","MGI:2180715","ZFP704","C57BL","Early adult","M-G-P_026_001_004","coat colouration",1.171265,0,1
"vgoh01h68i6y467","MGI:1919955","ZCCHC17","C57BL","Early adult","ESLIM_007_001_013","centre average speed",1.245329,0,1
"vhnon02cyeeid5q","MGI:1913296","NDUFB5","C57BL","E9.5","M-G-P_016_001_006","mean-corpuscular-haemoglobin",1.370252,0,1
"viw280ez2xr86i7","MGI:96549","IL2RA","C57BL","Early adult","IMPC_CSD_038_001","trunk curl",1.243503,0,1
"vk2s0uy3dzn77d9","MGI:1914959","REG4","C57BL","Early adult","CCP_XRY_065_001","lumbar processes",1.092657,0,1
"vnbkz14a22809up","MGI:1353627","ANGPTL3","C57BL","Early adult","ICS_FEA_018_001","% freezing duration pre-cue-1",1.293269,0,1
"voyy6tgu9057pfx","MGI:1289192","FBXO36","C57BL","Early adult","IMPC_CBC_014_001","alkaline phosphatase",1.197043,0,1
"vxbb35x2t473h6p","MGI:2385619","KLHL12","C57BL","Early adult","IMPC_OFD_016_001","center permanence time",1.252475,0,1
"vxp2913r0gtx9nd","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_FEA_107_001","difference in conditioning post-shock and conditioning baseline % freezing",1.282857,0,1
"w07eu70aj097r97","MGI:1861453","ACTL6A","C57BL","Early adult","IMPC_OFD_016_001","center permanence time",1.471293,0,1
"w0a2i67ot359806","MGI:1917489","GTF3C5","129SV","Early adult","M-G-P_016_001_005","mean-cell-volume",1.131999,0,1
"w0q7a800127fi86","MGI:1919132","SERINC2","C57BL","Early adult","IMPC_OFD_018_001","latency to center entry",1.338971,0,1
"w1k0kv7m296t321","MGI:98427","IL1RL1","C57BL","Early adult","IMPC_CBC_016_001","hdl-cholesterol",1.494896,0,1
"w1x35xz84s7e34f","MGI:1913941","GAPVD1","C57BL","Late adult","CCP_LFO_003_001","csn",1.493003,0,1
"w23wrtd1dl930bp","MGI:2159210","TIPARP","C57BL","Early adult","IMPC_CBC_012_001","aspartate aminotransferase",1.312387,0,1
"w26z1h5523q4030","MGI:2669796","RTN4RL2","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)",1.113386,0,1
"w2bbjpv6qomolq6","MGI:2181743","D430041D05RIK","C57BL","Early adult","IMPC_XRY_055_001","shape of spine",1.338024,0,1
"w2osavtw5x79tb0","MGI:1918965","DHX35","C57BL","Early adult","IMPC_ABR_004_001","6khz-evoked abr threshold",1.349139,0,1
"w3000qtr5zkag09","MGI:2181366","CAPN8","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia",1.259463,0,1
"w3711mo630xh6nu","MGI:1098230","CENPE","C57BL","Early adult","IMPC_EYE_065_001","right posterior chamber depth",1.303463,0,1
"w3ztl4411sbi36x","MGI:2444300","ARHGAP11A","C57BL","Early adult","IMPC_CSD_004_001","tail - morphology",1.163048,0,1
"w441f02ouf9dqj3","MGI:95500","FCGR3","C57BL","Middle aged adult","M-G-P_025_001_001","glucose",1.383128,0,1
"w492ahjrpz2ya6r","MGI:2158650","IDH3B","C57BL","Late adult","IMPC_GEO_048_002","anophthalmia",1.014636,0,1
"w4d1l6z844y843q","MGI:3780953","MNDAL","C57BL","E15.5","ESLIM_005_001_004","bone mineral density (excluding skull)",1.093587,0,1
"w51dxa8q73hs096","MGI:104576","LCT","C57BL","Early adult","IMPC_OFD_019_001","number of center entries",1.457126,0,1
"w5j2w3yj3wf144y","MGI:1920422","EXO5","C57BL","Early adult","IMPC_ECG_031_001","abnormal ecg detected",1.290016,0,1
"w6go8qjs10vcp67","MGI:2183102","SARDH","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer",1.09146,0,1
"w7c2529136400hv","MGI:1925867","CSTAD","C57BL","Early adult","IMPC_CBC_010_001","phosphorus",1.194852,0,1
"w7jl2w5g205596s","MGI:2685061","DYTN","C57BL","Early adult","M-G-P_025_001_021","uric acid",1.054145,0,1
"w8bhm2jy5022hq7","MGI:1098826","COQ4","C57BL","Early adult","IMPC_EYE_056_001","mean left eye lens density",1.102452,0,1
"w98g1x1z0cft83f","MGI:1890645","NEK7","C57BL","E15.5","IMPC_DXA_006_001","body length",1.37338,0,1
"w997irt61r9qq3f","MGI:2682639","DDX31","C57BL","E12.5","IMPC_FOR_001_001","total duration of lick/bite behaviour",1.485397,0,1
"w9uf7779940z0b5","MGI:1913302","SDHC","C57BL","Early adult","IMPC_EYE_062_001","right total retinal thickness",1.487954,0,1
"wd0d6n68q1ax4q8","MGI:102806","ACVR2A","C57BL","E15.5","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)",1.014204,0,1
"wj65e089gtdi8lk","MGI:1915476","EFCAB2","C57BL","Early adult","ESLIM_021_001_005","hdl-cholesterol",1.349928,0,1
"wkn8t76r5osc2i3","MGI:2152889","DNER","C57BL","Early adult","ESLIM_007_001_008","periphery permanence time",1.345973,0,1
"wmgv300v51q19tg","MGI:2676921","FOCAD","C57BL","E18.5","IMPC_EYE_065_001","right posterior chamber depth",1.172718,0,1
"wou2phmd7sh957d","MGI:95521","FGF7","C57BL","Early adult","IMPC_DXA_010_001","bone area",1.063373,0,1
"wp70sv785mt5n91","MGI:1915153","RGS19","C57BL","Early adult","IMPC_CSD_079_001","aggression",1.019039,0,1
"wpd23nh88wv32sl","MGI:2676921","FOCAD","C57BL","Early adult","IMPC_ECG_002_001","hr",1.413526,0,1
"wv8pjdttwnw42sj","MGI:97372","NPR2","C57BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold",1.203758,0,1
"ww932pk8707tn89","MGI:3027003","INO80D","C57BL","E18.5","IMPC_EYE_011_001","pupil position",1.218199,0,1
"wx9k2gcj090utxg","MGI:2139628","CTSO","C57BL","Early adult","ESLIM_005_001_005","bone mineral content",1.171258,0,1
"wxomv494oa52bob","MGI:1201607","BLZF1","C57BL","Early adult","IMPC_OFD_021_001","number of rears - total",1.023157,0,1
"x0r0g9ny8006q2v","MGI:1920000","FAM117B","C57BL","Early adult","JAX_HBD_001_001","total holepokes",1.021244,0,1
"x1205t517u40746","MGI:2138982","ZNFX1","C54BL","Early adult","CCP_LFO_010_001","hp8",1.488418,0,1
"x1zlrw385pm0w48","MGI:1195265","PER2","C57BL","Early adult","IMPC_CBC_002_001","potassium",1.170082,0,1
"x33inv9377t5onf","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.224161,0,1
"x37r88q64dw9a0n","MGI:1917854","DNAJB14","C57BL","Early adult","ESLIM_015_001_006","chloride",1.473702,0,1
"x41bb0841sjj04j","MGI:2444772","ZHX3","C57BL","Early adult","ESLIM_015_001_003","creatinine",1.492075,0,1
"x462q4u1rkxj0b6","MGI:2156003","SNIP1","C57BL","Early adult","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.36654,0,1
"x5xu1bt8549u19y","MGI:1351614","GYG1","C57BL","E12.5","IMPC_DXA_002_001","fat mass",1.330761,0,1
"x60rsrqf3z2ipr1","MGI:2685061","DYTN","C57BL","Early adult","IMPC_HEM_005_001","mean cell volume",1.092716,0,1
"x65qdf78tv448bh","MGI:1917118","PPIE","C57BL","Early adult","IMPC_CSD_011_001","coat - hair distribution - back",1.438397,0,1
"x70q6064yg1z5o6","MGI:102806","ACVR2A","C57BL","E12.5","CCP_XRY_031_001","digit integrity",1.177844,0,1
"x78730417z7i802","MGI:2155705","P2RY14","C57BL","Early adult","IMPC_CSD_006_001","coat - color - head",1.299922,0,1
"x824408841k306z","MGI:2442939","PM20D1","C57BL","Early adult","UCD_OWT_004_001","left kidney",1.360751,0,1
"x8e71e0d19v2no6","MGI:2444748","CHD7","129SV","Early adult","M-G-P_008_001_007","transfer arousal",1.255119,0,1
"x90p51r35ci21jr","MGI:2442190","CAMK1D","C57BL","Middle aged adult","ESLIM_016_001_002","red blood cell count",1.079316,0,1
"x9j729upe5my5mk","MGI:1930773","PNKD","C57BL","Early adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.074468,0,1
"xbund69ey56vf59","MGI:102806","ACVR2A","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count",1.311405,0,1
"xc467hwtc6dijdj","MGI:95500","FCGR3","C57BL","Late adult","IMPC_GPP_004_001","placenta size",1.010828,0,1
"xd22cd2q2280tjl","MGI:2387194","QSOX2","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail",1.010297,0,1
"xd6cuqjmb29p018","MGI:1915941","KANSL1L","C57BL","Early adult","IMPC_OFD_020_001","distance travelled - total",1.455484,0,1
"xx54rkc635m35jp","MGI:1351614","GYG1","C57BL","E15.5","JAX_SLW_004_001","sleep dark phase percent",1.328429,0,1
"xztv6ul4b9ks5x8","MGI:1921696","SLC9B1","C57BL","Middle aged adult","IMPC_XRY_019_001","fusion of vertebrae",1.318635,0,1
"y0hryb61k81f092","MGI:2181366","CAPN8","C57BL","Early adult","M-G-P_014_001_006","cornea",1.438665,0,1
"y22h3l9c66rq991","MGI:1890077","FOXO1","C57BL","E9.5","IMPC_GEP_029_002","cyanosis",1.071324,0,1
"y2423s693i6515b","MGI:1923547","KTI12","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer",1.080307,0,1
"y26t0a5x6c1w24j","MGI:2676921","FOCAD","C57BL","E18.5","KMPCLA_OFD_022_001","percentage center time",1.186966,0,1
"y28cx172383t649","MGI:2441869","ARHGEF11","C57BL","Early adult","ESLIM_018_001_005","b cell cd19+ percentage",1.429832,0,1
"y2v5c22k77587sp","MGI:1336993","AP4E1","C57BL","Early adult","M-G-P_016_001_004","haematocrit",1.296577,0,1
"y3790s161r2l91u","MGI:1916976","SMYD3","129SV","Early adult","IMPC_GEO_048_002","anophthalmia",1.045664,0,1
"y44eh8af211f25v","MGI:2444772","ZHX3","C57BL","Early adult","JAX_LDT_005_001","time mobile dark side",1.15132,0,1
"y44sh8p39h07b32","MGI:1098826","COQ4","C57BL","Early adult","JAX_OFD_010_001","periphery distance travelled",1.364639,0,1
"y533xfmg2iyw21o","MGI:3645211","LIPT1","C57BL","E9.5","IMPC_OFD_017_001","center average speed",1.107809,0,1
"y5649etn7ug13qf","MGI:2387194","QSOX2","C57BL","Early adult","IMPC_CSD_033_001","gait",1.319231,0,1
"y66cr10p1088a2x","MGI:1921696","SLC9B1","C57BL","Early adult","IMPC_IPG_012_001","area under glucose response curve",1.325362,0,1
"y67vxgbt891a675","MGI:95521","FGF7","C57BL","Early adult","IMPC_CBC_002_001","potassium",1.153132,0,1
"y6yj4s3o9o02edt","MGI:3606576","CDNF","C57BL","Early adult","JAX_SLW_004_001","sleep dark phase percent",1.012201,0,1
"y7252j13erl0agq","MGI:1913302","SDHC","C57BL","Early adult","JAXLA_CBC_012_001","aspartate aminotransferase",1.389794,0,1
"y7x61q6zg474zzc","MGI:1921985","TRIM14","C57BL","Early adult","IMPC_IMM_003_002","t cells (panel a) - % of live leukocytes (panel a)",1.054731,0,1
"y82snhtr34d84ww","MGI:1915941","KANSL1L","C57BL","Early adult","IMPC_FEA_107_001","difference in conditioning post-shock and conditioning baseline % freezing",1.112732,0,1
"y9664i46119577h","MGI:1340053","CST9","C57BL","Early adult","IMPC_GEO_047_002","microphthalmia",1.446959,0,1
"ycr761895mu8146","MGI:1913941","GAPVD1","C57BL","Early adult","CCP_LFO_011_001","inspiratory capacity",1.405045,0,1
"yd36p85nln5z8d2","MGI:1921700","PANK2","C57BL","Early adult","IMPC_HEM_003_001","hemoglobin",1.451325,0,1
"ykh79450ly2bva3","MGI:1913296","NDUFB5","C57BL","E12.5","M-G-P_016_001_006","mean-corpuscular-haemoglobin",1.198978,0,1
"yn552f1v5lx2tbh","MGI:2180167","NAXE","C57BL","Early adult","M-G-P_016_001_006","mean-corpuscular-haemoglobin",1.190045,0,1
"yo6307og68122qv","MGI:2444646","HPDL","C57BL","Early adult","IMPC_EYE_013_001","pupil dilation",1.320461,0,1
"yq6s00tv1mbk802","MGI:1917854","DNAJB14","C57BL","E18.5","IMPC_EYE_063_001","right inner nuclear layer",1.266445,0,1
"yqk5i0t9dy3ocg9","MGI:2444401","SNRNP200","C57BL","Early adult","IMPC_CBC_018_001","glucose",1.340783,0,1
"ys5f39mm1e3v7t4","MGI:2181743","D430041D05RIK","C57BL","Early adult","IMPC_CSD_011_001","coat - hair distribution - back",1.443696,0,1
"yt0h3ns17h17s2j","MGI:95521","FGF7","C57BL","Early adult","IMPC_HEM_040_001","large unstained cell (luc) differential count",1.081307,0,1
"yt65ktfdf30j62l","MGI:98289","SCG5","C57BL","Early adult","CCP_XRY_064_001","thoracic processes",1.299738,0,1
"ythi9s797kb8v48","MGI:2443258","MAP3K20","C57BL","Early adult","IMPC_EYE_068_001","left total retinal thickness",1.434077,0,1
"yxh7k4tvb7y5l3v","MGI:1336885","CD84","C57BL","Early adult","ESLIM_001_001_009","coat hair color",1.256297,0,1
"yz14631p10m9qb9","MGI:95500","FCGR3","C57BL","Late adult","M-G-P_014_001_014","iris/pupil light response",1.240668,0,1
"yz164l264x04jy2","MGI:1340053","CST9","C57BL","Early adult","M-G-P_008_001_007","transfer arousal",1.255546,0,1
"z01ovl8byv01k94","MGI:107339","GFM1","C57BL","Early adult","M-G-P_007_001_006","periphery - distance",1.417488,0,1
"z097e41t92a0e76","MGI:106227","CAPZA1","C57BL","Early adult","IMPC_IPG_012_001","area under glucose response curve",1.190965,0,1
"z09o85et1gp1pbo","MGI:2385619","KLHL12","C57BL","Middle aged adult","CCP_LFO_007_001","hqp",1.003123,0,1
"z09q0cm005864gs","MGI:2444300","ARHGAP11A","C57BL","Early adult","JAXLA_CSD_039_001","limb grasp",1.437881,0,1
"z158o3j51b4u8h5","MGI:2676921","FOCAD","C57BL","Early adult","IMPC_CSD_016_001","coat - hair texture / appearance - abdomen",1.138013,0,1
"z170141230282m4","MGI:1913826","UQCRH","C57BL","Early adult","HRWLLA_IPG_010_001","fasted blood glucose concentration",1.332516,0,1
"z19b98yhc53t7f3","MGI:1917854","DNAJB14","C57BL","Early adult","JAXLA_EYE_092_001","retina (combined)",1.365292,0,1
"z1dipt8b9s66vib","MGI:1922675","TTI1","C57BL","Early adult","IMPC_HWT_008_001","heart weight",1.156961,0,1
"z30z2f92tc84hr7","MGI:1921696","SLC9B1","C57BL","Middle aged adult","IMPC_EYE_007_001","cornea",1.390578,0,1
"z4440rp3d0y3g8g","MGI:1349461","B3GALT2","C57BL","Early adult","IMPC_GPP_004_001","placenta size",1.228627,0,1
"z4p5p8m2t89s0e3","MGI:3645211","LIPT1","C57BL","Early adult","JAXLA_CSD_005_001","coat - color - back",1.066499,0,1
"z4s45efk5au9096","MGI:2444401","SNRNP200","C57BL","Early adult","IMPC_ECH_008_001","lvidd",1.38636,0,1
"z5090944v5z4o4b","MGI:1336993","AP4E1","C57BL","Early adult","JAX_LDT_005_001","time mobile dark side",1.385353,0,1
"z523p4911m5k99i","MGI:2138365","TMEM237","C57BL","Early adult","IMPC_EYE_017_001","lens opacity",1.450492,0,1
"z549ty176mp16j3","MGI:107752","MYO1B","C57BL","Early adult","IMPC_DXA_003_001","lean mass",1.463681,0,1
"z54wsy356l4as50","MGI:1917854","DNAJB14","C57BL","Early adult","IMPC_HEM_033_001","monocyte differential count",1.251924,0,1
"z5bvrxn50v5zh93","MGI:109339","EYA3","C57BL","Early adult","IMPC_ABR_004_001","6khz-evoked abr threshold",1.277463,0,1
"z638ff2no664s7m","MGI:2443133","TMEM198","C57BL","Late adult","IMPC_CBC_017_001","triglycerides",1.402138,0,1
"z6kzwmqv4a72be6","MGI:1916264","TNIK","C57BL","Early adult","IMPC_ABR_006_001","12khz-evoked abr threshold",1.184092,0,1
"z77x11l055oxf9x","MGI:1914313","PGAP4","C57BL","Early adult","IMPC_OFD_018_001","latency to center entry",1.069248,0,1
